                                     | Core 0    
  Instructions                       |   12592027
  Cycles                             |   28655931
  IPC                                |       0.44
  Time (ns)                          |   10772907
  Idle time (ns)                     |      58721
  Idle time (%)                      |       0.5%
Branch predictor stats               |           
  num correct                        |     104697
  num incorrect                      |      12602
  misprediction rate                 |     10.74%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         17
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2420
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2437
    num misses                       |       1010
    miss rate                        |     41.44%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1382
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11285
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12673
    num cache misses                 |      10525
    miss rate                        |     83.05%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10531
    num cache misses                 |        886
    miss rate                        |      8.41%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1768
  average dram access latency (ns)   |      54.39
  average dram queueing delay        |       0.96
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        115
  num loads from dram cache          |          0
  num loads from remote cache        |          0
