                                     | Core 0    
  Instructions                       |  122506469
  Cycles                             |  116246347
  IPC                                |       1.05
  Time (ns)                          |   43701635
  Idle time (ns)                     |       2039
  Idle time (%)                      |       0.0%
Branch predictor stats               |           
  num correct                        |   11184368
  num incorrect                      |    1106153
  misprediction rate                 |      9.00%
  mpki                               |       9.03
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |   13594168
    num misses                       |        207
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   39253845
    num misses                       |     154338
    miss rate                        |      0.39%
    mpki                             |       1.26
  L2 TLB                             |           
    num accesses                     |     154545
    num misses                       |       4139
    miss rate                        |      2.68%
    mpki                             |       0.03
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |   13594168
    num cache misses                 |      12379
    miss rate                        |      0.09%
    mpki                             |       0.10
  Cache L1-D                         |           
    num cache accesses               |   39254077
    num cache misses                 |     963246
    miss rate                        |      2.45%
    mpki                             |       7.86
  Cache L2                           |           
    num cache accesses               |     988336
    num cache misses                 |     408459
    miss rate                        |     41.33%
    mpki                             |       3.33
  Cache L3                           |           
    num cache accesses               |     421230
    num cache misses                 |      46718
    miss rate                        |     11.09%
    mpki                             |       0.38
DRAM summary                         |           
  num dram accesses                  |      46718
  average dram access latency (ns)   |    3637.49
  average dram queueing delay        |    3584.06
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |      21986
  num loads from dram cache          |          0
  num loads from remote cache        |          0
