                                     | Core 0    
  Instructions                       |   36712712
  Cycles                             |   31789266
  IPC                                |       1.15
  Time (ns)                          |   11950852
  Idle time (ns)                     |      39970
  Idle time (%)                      |       0.3%
Branch predictor stats               |           
  num correct                        |    6510159
  num incorrect                      |     829907
  misprediction rate                 |     11.31%
  mpki                               |      22.61
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    4781099
    num misses                       |         22
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |   13000855
    num misses                       |       5238
    miss rate                        |      0.04%
    mpki                             |       0.14
  L2 TLB                             |           
    num accesses                     |       5260
    num misses                       |       1610
    miss rate                        |     30.61%
    mpki                             |       0.04
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    4781099
    num cache misses                 |       2606
    miss rate                        |      0.05%
    mpki                             |       0.07
  Cache L1-D                         |           
    num cache accesses               |   13000879
    num cache misses                 |     136564
    miss rate                        |      1.05%
    mpki                             |       3.72
  Cache L2                           |           
    num cache accesses               |     147561
    num cache misses                 |     103115
    miss rate                        |     69.88%
    mpki                             |       2.81
  Cache L3                           |           
    num cache accesses               |     111506
    num cache misses                 |      57096
    miss rate                        |     51.20%
    mpki                             |       1.56
DRAM summary                         |           
  num dram accesses                  |      57096
  average dram access latency (ns)   |     560.40
  average dram queueing delay        |     506.97
  average dram bandwidth utilization |      4.00%
Coherency Traffic                    |           
  num loads from dram                |      14330
  num loads from dram cache          |          0
  num loads from remote cache        |          0
