                                     | Core 0    
  Instructions                       |   12592025
  Cycles                             |   14778515
  IPC                                |       0.85
  Time (ns)                          |    5555833
  Idle time (ns)                     |      58751
  Idle time (%)                      |       1.1%
Branch predictor stats               |           
  num correct                        |     104675
  num incorrect                      |      12624
  misprediction rate                 |     10.76%
  mpki                               |       1.00
TLB Summary                          |           
  I-TLB                              |           
    num accesses                     |    1091176
    num misses                       |         20
    miss rate                        |      0.00%
    mpki                             |       0.00
  D-TLB                              |           
    num accesses                     |    6522728
    num misses                       |       2404
    miss rate                        |      0.04%
    mpki                             |       0.19
  L2 TLB                             |           
    num accesses                     |       2424
    num misses                       |       1021
    miss rate                        |     42.12%
    mpki                             |       0.08
Cache Summary                        |           
  Cache L1-I                         |           
    num cache accesses               |    1091176
    num cache misses                 |       1386
    miss rate                        |      0.13%
    mpki                             |       0.11
  Cache L1-D                         |           
    num cache accesses               |    6522734
    num cache misses                 |      11344
    miss rate                        |      0.17%
    mpki                             |       0.90
  Cache L2                           |           
    num cache accesses               |      12736
    num cache misses                 |      10563
    miss rate                        |     82.94%
    mpki                             |       0.84
  Cache L3                           |           
    num cache accesses               |      10569
    num cache misses                 |        887
    miss rate                        |      8.39%
    mpki                             |       0.07
DRAM summary                         |           
  num dram accesses                  |       1768
  average dram access latency (ns)   |      55.15
  average dram queueing delay        |       1.72
  average dram bandwidth utilization |      0.00%
Coherency Traffic                    |           
  num loads from dram                |        117
  num loads from dram cache          |          0
  num loads from remote cache        |          0
